Pincode,District
176323,CHAMBA
176324,CHAMBA
176325,CHAMBA
176326,CHAMBA
176401,KANGRA
176402,KANGRA
176403,KANGRA
176501,KANGRA
176502,KANGRA
176601,UNA
177001,HAMIRPURHP
177005,HAMIRPURHP
177006,HAMIRPURHP
177007,HAMIRPURHP
177020,HAMIRPURHP
177021,HAMIRPURHP
177022,HAMIRPURHP
177023,HAMIRPURHP
177024,HAMIRPURHP
177025,HAMIRPURHP
177026,HAMIRPURHP
177027,HAMIRPURHP
177028,HAMIRPURHP
177029,HAMIRPURHP
177031,UNA
177033,HAMIRPURHP
177034,KANGRA
177038,HAMIRPURHP
177039,UNA
177040,HAMIRPURHP
177041,HAMIRPURHP
177042,HAMIRPURHP
177043,KANGRA
177044,HAMIRPURHP
177045,HAMIRPURHP
177048,HAMIRPURHP
177101,KANGRA
177103,KANGRA
177104,KANGRA
177105,KANGRA
177106,KANGRA
177107,KANGRA
177108,KANGRA
177109,UNA
177110,UNA
177111,KANGRA
177112,KANGRA
177113,KANGRA
177114,KANGRA
177117,KANGRA
177118,HAMIRPURHP
177119,HAMIRPURHP
177201,UNA
177202,UNA
177203,UNA
177204,UNA
177205,UNA
177206,UNA
177207,UNA
177208,UNA
177209,UNA
177210,UNA
177211,UNA
177212,UNA
177213,UNA
177219,UNA
177220,UNA
177301,HAMIRPURHP
177401,HAMIRPURHP
177501,HAMIRPURHP
177601,HAMIRPURHP
180001,JAMMU
180002,JAMMU
180003,JAMMU
180004,JAMMU
180005,JAMMU
180006,JAMMU
180007,JAMMU
180009,JAMMU
180010,JAMMU
180011,JAMMU
180012,JAMMU
180013,JAMMU
180015,JAMMU
180016,JAMMU
180017,JAMMU
180018,JAMMU
180019,JAMMU
180020,JAMMU
181101,JAMMU
181102,JAMMU
181111,KATHUA
181121,JAMMU
181122,JAMMU
181123,JAMMU
181124,JAMMU
181131,JAMMU
181132,JAMMU
181133,SAMBA
181141,SAMBA
181143,JAMMU
181145,JAMMU
181152,JAMMU
181201,JAMMU
181202,JAMMU
181203,JAMMU
181204,JAMMU
181205,JAMMU
181206,JAMMU
181207,JAMMU
181221,JAMMU
181224,KARGIL
182101,UDHAMPUR
182104,UDHAMPUR
182121,UDHAMPUR
182122,UDHAMPUR
182124,UDHAMPUR
182125,UDHAMPUR
182126,UDHAMPUR
182127,UDHAMPUR
182128,UDHAMPUR
182141,UDHAMPUR
182142,UDHAMPUR
182143,RAMBAN
182144,RAMBAN
182145,RAMBAN
182146,RAMBAN
182147,DODA
182148,RAMBAN
182161,UDHAMPUR
182201,DODA
182202,DODA
182203,DODA
182204,DODA
182205,DODA
182206,DODA
182221,DODA
182222,DODA
182301,REASI
182311,REASI
182312,REASI
182313,REASI
182315,REASI
182320,REASI
184101,KATHUA
184102,KATHUA
184104,KATHUA
184120,SAMBA
184121,JAMMU
184141,KATHUA
184142,KATHUA
184143,KATHUA
184144,KATHUA
184145,KATHUA
184148,KATHUA
184151,KATHUA
184152,KATHUA
184201,KATHUA
184202,KATHUA
184203,KATHUA
184204,KATHUA
184205,KATHUA
184206,KATHUA
184210,KATHUA
185101,POONCH
185102,POONCH
185121,POONCH
185131,RAJAURI
185132,RAJAURI
185133,RAJAURI
185135,RAJAURI
185151,RAJAURI
185152,RAJAURI
185153,RAJAURI
185154,JAMMU
185155,RAJAURI
185156,RAJAURI
185201,RAJAURI
185202,RAJAURI
185203,REASI
185211,RAJAURI
185212,RAJAURI
185233,RAJAURI
185234,RAJAURI
190001,SRINAGAR
190002,SRINAGAR
190003,SRINAGAR
190004,SRINAGAR
190005,SRINAGAR
190006,SRINAGAR
190007,BUDGAM
190008,SRINAGAR
190009,SRINAGAR
190010,SRINAGAR
190011,SRINAGAR
190012,SRINAGAR
190014,SRINAGAR
190015,SRINAGAR
190017,SRINAGAR
190018,SRINAGAR
190019,BUDGAM
190020,SRINAGAR
190021,BUDGAM
190023,SRINAGAR
190024,SRINAGAR
190025,SRINAGAR
191101,SRINAGAR
191102,PULWAMA
191103,SRINAGAR
191111,BUDGAM
191112,BUDGAM
191113,BUDGAM
191121,SRINAGAR
191131,GANDERBAL
191132,SRINAGAR
191201,GANDERBAL
191202,GANDERBAL
192101,ANANTHNAG
192121,SRINAGAR
192122,ANANTHNAG
192123,PULWAMA
192124,ANANTHNAG
192125,ANANTHNAG
192126,ANANTHNAG
192129,ANANTHNAG
192201,ANANTHNAG
192202,ANANTHNAG
192210,ANANTHNAG
192211,ANANTHNAG
192212,ANANTHNAG
192221,ANANTHNAG
192231,KULGAM
192232,KULGAM
192233,ANANTHNAG
192301,PULWAMA
192302,PULWAMA
192303,SHOPIAN
192304,PULWAMA
192305,PULWAMA
192306,PULWAMA
192401,ANANTHNAG
193101,Baramulla
193103,Baramulla
193108,Baramulla
193109,Baramulla
193121,Baramulla
193122,Baramulla
193123,Baramulla
193201,Baramulla
193221,Kupwara
193222,Kupwara
193223,KUPWARA
193224,Kupwara
193225,Kupwara
193301,Baramulla
193302,KUPWARA
193303,Baramulla
193306,ANANTHNAG
193401,BUDGAM
193402,BARAMULLA
193403,BARAMULLA
193404,BARAMULLA
193411,BUDGAM
193501,BANDIPUR
193502,BANDIPUR
193503,BANDIPUR
193504,BANDIPUR
193505,BANDIPUR
194101,Leh
194102,Kargil
194103,Kargil
194104,Leh
194105,Leh
194106,Leh
194107,Leh
194109,Kargil
194201,Leh
194202,Leh
194301,Kargil
194302,Kargil
194303,Kargil
194401,Leh
194402,Leh
194404,Leh
201001,GHAZIABAD
201002,GHAZIABAD
201003,GHAZIABAD
201004,GHAZIABAD
201005,GHAZIABAD
201006,GHAZIABAD
201007,GHAZIABAD
201008,GAUTAM BUDDHA NAGAR
201009,GHAZIABAD
201010,GHAZIABAD
201011,GHAZIABAD
201012,GHAZIABAD
201013,GHAZIABAD
201014,GHAZIABAD
201015,GHAZIABAD
201016,GHAZIABAD
201017,GHAZIABAD
201018,GHAZIABAD
201019,GHAZIABAD
201020,GHAZIABAD
201021,GHAZIABAD
201102,GHAZIABAD
201103,GHAZIABAD
201201,GHAZIABAD
201204,GHAZIABAD
201206,GHAZIABAD
201301,GAUTAM BUDDHA NAGAR
201303,GAUTAM BUDDHA NAGAR
201304,GAUTAM BUDDHA NAGAR
201305,GAUTAM BUDDHA NAGAR
201306,GAUTAM BUDDHA NAGAR
201307,GAUTAM BUDDHA NAGAR
201309,GAUTAM BUDDHA NAGAR
201310,GAUTAM BUDDHA NAGAR
201311,GAUTAM BUDDHA NAGAR
201312,GAUTAM BUDDHA NAGAR
201313,GAUTAM BUDDHA NAGAR
201314,GAUTAM BUDDHA NAGAR
201315,GAUTAM BUDDHA NAGAR
201316,GAUTAM BUDDHA NAGAR
201317,GAUTAM BUDDHA NAGAR
201318,GAUTAM BUDDHA NAGAR
202001,ALIGARH
202002,ALIGARH
202121,ALIGARH
202122,ALIGARH
202123,ALIGARH
202124,ALIGARH
202125,ALIGARH
202126,ALIGARH
202127,ALIGARH
202128,ALIGARH
202129,ALIGARH
202130,ALIGARH
202131,ALIGARH
202132,ALIGARH
202133,ALIGARH
202134,ALIGARH
202135,ALIGARH
202136,ALIGARH
202137,ALIGARH
202138,ALIGARH
202139,ALIGARH
202140,ALIGARH
202141,ALIGARH
202142,ALIGARH
202143,ALIGARH
202145,ALIGARH
202146,ALIGARH
202150,ALIGARH
202155,ALIGARH
202165,ALIGARH
202170,ALIGARH
202280,ALIGARH
202281,ALIGARH
202282,ALIGARH
203001,BULANDSHAHR
203002,BULANDSHAHR
203129,BULANDSHAHR
203131,BULANDSHAHR
203132,BULANDSHAHR
203135,BULANDSHAHR
203141,BULANDSHAHR
203150,BULANDSHAHR
203155,BULANDSHAHR
203201,BULANDSHAHR
203202,BULANDSHAHR
203203,BULANDSHAHR
203205,BULANDSHAHR
203206,BULANDSHAHR
203207,GAUTAM BUDDHA NAGAR
203209,GAUTAM BUDDHA NAGAR
203389,BULANDSHAHR
203390,BULANDSHAHR
203391,BULANDSHAHR
203392,BULANDSHAHR
203393,BULANDSHAHR
203394,BULANDSHAHR
203395,BULANDSHAHR
203396,BULANDSHAHR
203397,BULANDSHAHR
203398,BULANDSHAHR
203399,BULANDSHAHR
203401,BULANDSHAHR
203402,BULANDSHAHR
203403,BULANDSHAHR
203405,BULANDSHAHR
203407,BULANDSHAHR
203408,BULANDSHAHR
203409,BULANDSHAHR
203411,BULANDSHAHR
203412,BULANDSHAHR
204101,HATHRAS
204102,HATHRAS
204211,HATHRAS
204212,HATHRAS
204213,HATHRAS
204214,ALIGARH
204215,ALIGARH
204216,ALIGARH
205001,MAINPURI
205119,MAINPURI
205121,FIROZABAD
205247,MAINPURI
205261,MAINPURI
205262,MAINPURI
205263,MAINPURI
205264,MAINPURI
205265,MAINPURI
205267,MAINPURI
205268,MAINPURI
205301,MAINPURI
205303,MAINPURI
205304,MAINPURI
206001,ETAWAH
206002,ETAWAH
206003,ETAWAH
206120,ETAWAH
206121,AURAIYA
206122,AURAIYA
206123,ETAWAH
206124,ETAWAH
206125,ETAWAH
206126,ETAWAH
206127,ETAWAH
206128,ETAWAH
206129,AURAIYA
206130,ETAWAH
206131,ETAWAH
206241,AURAIYA
206242,ETAWAH
206243,AURAIYA
206244,AURAIYA
206245,ETAWAH
206246,AURAIYA
206247,AURAIYA
206248,AURAIYA
206249,AURAIYA
206250,AURAIYA
206251,AURAIYA
206252,AURAIYA
206253,ETAWAH
206255,AURAIYA
207001,ETAH
207002,ETAH
207003,ETAH
207120,ETAH
207121,ETAH
207122,ETAH
207123,KANSHIRAM NAGAR
207124,ETAH
207125,KANSHIRAM NAGAR
207241,ETAH
207242,KANSHIRAM NAGAR
207243,KANSHIRAM NAGAR
207244,ETAH
207245,ETAH
207246,ETAH
207247,ETAH
207248,ETAH
207249,ETAH
207250,ETAH
207301,ETAH
207302,ETAH
207401,KANSHIRAM NAGAR
207402,KANSHIRAM NAGAR
207403,KANSHIRAM NAGAR
208001,KANPUR NAGAR
208002,KANPUR NAGAR
208003,KANPUR NAGAR
208004,KANPUR NAGAR
208005,KANPUR NAGAR
208006,KANPUR NAGAR
208007,KANPUR NAGAR
208008,KANPUR NAGAR
208009,KANPUR NAGAR
208010,KANPUR NAGAR
208011,KANPUR NAGAR
208012,KANPUR NAGAR
208013,KANPUR NAGAR
208014,KANPUR NAGAR
208015,KANPUR NAGAR
208016,KANPUR NAGAR
208017,KANPUR NAGAR
208019,KANPUR NAGAR
208020,KANPUR NAGAR
208021,KANPUR NAGAR
208022,KANPUR NAGAR
208023,KANPUR NAGAR
208024,KANPUR NAGAR
208025,KANPUR NAGAR
208026,KANPUR NAGAR
208027,KANPUR NAGAR
209101,KANPUR DEHAT
209111,KANPUR DEHAT
209112,KANPUR DEHAT
209115,KANPUR DEHAT
209121,KANPUR DEHAT
209125,KANPUR DEHAT
209202,KANPUR NAGAR
209203,KANPUR NAGAR
209204,KANPUR DEHAT
209205,KANPUR NAGAR
209206,KANPUR NAGAR
209208,KANPUR DEHAT
209209,KANPUR NAGAR
209210,KANPUR NAGAR
209214,KANPUR NAGAR
209217,KANPUR NAGAR
209301,KANPUR DEHAT
209302,KANPUR DEHAT
209303,UNNAO
209304,KANPUR NAGAR
209305,KANPUR NAGAR
209306,UNNAO
209307,KANPUR NAGAR
209308,KANPUR NAGAR
209310,KANPUR DEHAT
209311,KANPUR DEHAT
209312,KANPUR DEHAT
209401,KANPUR NAGAR
209402,MATHURA
209501,FARRUKHABAD
209502,FARRUKHABAD
209503,FARRUKHABAD
209504,FARRUKHABAD
209505,FARRUKHABAD
209601,FARRUKHABAD
209602,KANNAUJ
209621,FARRUKHABAD
209622,FARRUKHABAD
209625,FARRUKHABAD
209651,FARRUKHABAD
209652,FARRUKHABAD
209720,KANNAUJ
209721,KANNAUJ
209722,KANNAUJ
209723,KANNAUJ
209724,FARRUKHABAD
209725,KANNAUJ
209726,KANNAUJ
209727,KANNAUJ
209728,KANNAUJ
209729,KANNAUJ
209731,KANNAUJ
209732,KANNAUJ
209733,KANNAUJ
209734,KANNAUJ
209735,KANNAUJ
209736,KANNAUJ
209738,KANNAUJ
209739,FARRUKHABAD
209743,FARRUKHABAD
209745,FARRUKHABAD
209747,KANNAUJ
209749,FARRUKHABAD
209801,UNNAO
209821,UNNAO
209825,UNNAO
209827,UNNAO
209831,UNNAO
209841,UNNAO
209859,UNNAO
209860,UNNAO
209861,UNNAO
209862,UNNAO
209863,UNNAO
209864,UNNAO
209865,UNNAO
209866,UNNAO
209867,UNNAO
209868,UNNAO
209869,UNNAO
209870,UNNAO
209871,UNNAO
209881,KANPUR DEHAT
210001,BANDA
210120,BANDA
210121,BANDA
210122,BANDA
210123,BANDA
210125,BANDA
210126,BANDA
210128,BANDA
210129,BANDA
210201,BANDA
210202,CHITRAKOOT
210203,BANDA
210204,CHITRAKOOT
210205,CHITRAKOOT
210206,CHITRAKOOT
210207,CHITRAKOOT
210208,CHITRAKOOT
210209,CHITRAKOOT
210301,HAMIRPUR
210341,HAMIRPUR
210421,MAHOBA
210422,HAMIRPUR
210423,MAHOBA
210424,MAHOBA
210425,MAHOBA
210426,MAHOBA
210427,MAHOBA
210428,HAMIRPUR
210429,MAHOBA
210430,HAMIRPUR
210431,HAMIRPUR
210432,HAMIRPUR
210433,MAHOBA
210501,HAMIRPUR
210502,HAMIRPUR
210504,MAHOBA
210505,HAMIRPUR
210506,HAMIRPUR
210507,HAMIRPUR
211001,ALLAHABAD
211002,ALLAHABAD
211003,ALLAHABAD
211004,ALLAHABAD
211005,ALLAHABAD
211006,ALLAHABAD
211007,ALLAHABAD
211008,ALLAHABAD
211010,ALLAHABAD
211011,ALLAHABAD
211012,ALLAHABAD
211013,ALLAHABAD
211014,ALLAHABAD
211015,ALLAHABAD
211016,ALLAHABAD
211017,ALLAHABAD
211018,ALLAHABAD
211019,ALLAHABAD
211020,Prayagraj Allahabad
211021,ALLAHABAD
211022,ALLAHABAD
212104,ALLAHABAD
212105,ALLAHABAD
212106,ALLAHABAD
212107,ALLAHABAD
212108,ALLAHABAD
212109,ALLAHABAD
212111,ALLAHABAD
212201,ALLAHABAD
212202,KAUSHAMBI
212203,KAUSHAMBI
212204,KAUSHAMBI
212205,KAUSHAMBI
212206,ALLAHABAD
212207,KAUSHAMBI
212208,KAUSHAMBI
212212,ALLAHABAD
212213,KAUSHAMBI
212214,KAUSHAMBI
212216,KAUSHAMBI
212217,KAUSHAMBI
212218,KAUSHAMBI
212301,ALLAHABAD
212302,ALLAHABAD
212303,ALLAHABAD
212305,ALLAHABAD
212306,ALLAHABAD
212307,ALLAHABAD
212401,ALLAHABAD
212402,ALLAHABAD
212404,ALLAHABAD
212405,ALLAHABAD
212502,ALLAHABAD
212503,ALLAHABAD
212507,ALLAHABAD
212601,FATEHPUR
212620,FATEHPUR
212621,FATEHPUR
212622,FATEHPUR
212631,FATEHPUR
212635,FATEHPUR
212641,FATEHPUR
212645,FATEHPUR
212650,FATEHPUR
212651,FATEHPUR
212652,FATEHPUR
212653,FATEHPUR
212654,FATEHPUR
212655,FATEHPUR
212656,FATEHPUR
212657,FATEHPUR
212658,FATEHPUR
212659,FATEHPUR
212661,FATEHPUR
212663,FATEHPUR
212664,FATEHPUR
212665,FATEHPUR
221001,VARANASI
221002,VARANASI
221003,VARANASI
221004,VARANASI
221005,VARANASI
221006,VARANASI
221007,VARANASI
221008,VARANASI
221009,CHANDAULI
221010,VARANASI
221011,VARANASI
221012,CHANDAULI
221101,VARANASI
221103,VARANASI
221104,VARANASI
221105,VARANASI
221106,VARANASI
221107,VARANASI
221108,VARANASI
221109,VARANASI
221110,CHANDAULI
221112,VARANASI
221115,CHANDAULI
221116,VARANASI
221201,VARANASI
221202,VARANASI
221204,VARANASI
221206,VARANASI
221207,VARANASI
221208,VARANASI
221301,SANT RAVIDAS NAGAR
221302,VARANASI
221303,SANT RAVIDAS NAGAR
221304,SANT RAVIDAS NAGAR
221305,VARANASI
221306,VARANASI
221307,VARANASI
221308,VARANASI
221309,VARANASI
221310,SANT RAVIDAS NAGAR
221311,VARANASI
221313,VARANASI
221314,VARANASI
221401,SANT RAVIDAS NAGAR
221402,VARANASI
221403,VARANASI
221404,SANT RAVIDAS NAGAR
221405,VARANASI
221406,VARANASI
221409,VARANASI
221502,ALLAHABAD
221503,ALLAHABAD
221505,ALLAHABAD
221507,ALLAHABAD
221508,ALLAHABAD
221601,MAU
221602,MAU
221603,MAU
221701,BALLIA
221705,MAU
221706,MAU
221709,BALLIA
221711,BALLIA
221712,BALLIA
221713,BALLIA
221715,BALLIA
221716,BALLIA
221717,BALLIA
221718,BALLIA
222001,JAUNPUR
222002,JAUNPUR
222003,JAUNPUR
222101,JAUNPUR
222105,JAUNPUR
222109,JAUNPUR
222125,JAUNPUR
222126,JAUNPUR
222127,JAUNPUR
222128,JAUNPUR
222129,JAUNPUR
222131,JAUNPUR
222132,JAUNPUR
222133,JAUNPUR
222135,JAUNPUR
222136,JAUNPUR
222137,JAUNPUR
222138,JAUNPUR
222139,JAUNPUR
222141,JAUNPUR
222142,JAUNPUR
222143,JAUNPUR
222144,JAUNPUR
222145,JAUNPUR
222146,JAUNPUR
222148,JAUNPUR
222149,JAUNPUR
222161,JAUNPUR
222162,JAUNPUR
222165,JAUNPUR
222170,JAUNPUR
222175,JAUNPUR
222180,JAUNPUR
222181,JAUNPUR
222201,JAUNPUR
222202,JAUNPUR
222203,JAUNPUR
222204,JAUNPUR
222301,SULTANPUR
222302,SULTANPUR
222303,SULTANPUR
223101,JAUNPUR
223102,JAUNPUR
223103,JAUNPUR
223104,JAUNPUR
223105,JAUNPUR
223221,AZAMGARH
223222,AZAMGARH
223223,AZAMGARH
223224,AZAMGARH
223225,AZAMGARH
223226,AZAMGARH
223227,AZAMGARH
224001,FAIZABAD
224116,FAIZABAD
224117,FAIZABAD
224118,FAIZABAD
224119,FAIZABAD
224120,FAIZABAD
224121,FAIZABAD
224122,AMBEDKAR NAGAR
224123,FAIZABAD
224125,AMBEDKAR NAGAR
224126,FAIZABAD
224127,FAIZABAD
224129,AMBEDKAR NAGAR
224132,AMBEDKAR NAGAR
224133,FAIZABAD
224135,FAIZABAD
224137,AMBEDKAR NAGAR
224139,AMBEDKAR NAGAR
224141,FAIZABAD
224143,AMBEDKAR NAGAR
224145,AMBEDKAR NAGAR
224146,AMBEDKAR NAGAR
224147,AMBEDKAR NAGAR
224149,AMBEDKAR NAGAR
224151,AMBEDKAR NAGAR
224152,AMBEDKAR NAGAR
224153,FAIZABAD
224155,AMBEDKAR NAGAR
224157,AMBEDKAR NAGAR
224158,FAIZABAD
224159,AMBEDKAR NAGAR
224161,FAIZABAD
224164,FAIZABAD
224168,AMBEDKAR NAGAR
224171,FAIZABAD
224172,FAIZABAD
224176,AMBEDKAR NAGAR
224181,AMBEDKAR NAGAR
224182,FAIZABAD
224183,AMBEDKAR NAGAR
224186,AMBEDKAR NAGAR
224188,FAIZABAD
224189,FAIZABAD
224190,AMBEDKAR NAGAR
224195,FAIZABAD
224201,FAIZABAD
224202,FAIZABAD
224203,FAIZABAD
224204,FAIZABAD
224205,FAIZABAD
224206,FAIZABAD
224207,FAIZABAD
224208,FAIZABAD
224209,AMBEDKAR NAGAR
224210,FAIZABAD
224225,FAIZABAD
224227,AMBEDKAR NAGAR
224228,FAIZABAD
224229,FAIZABAD
224230,AMBEDKAR NAGAR
224231,AMBEDKAR NAGAR
224232,AMBEDKAR NAGAR
224234,FAIZABAD
224235,AMBEDKAR NAGAR
224238,AMBEDKAR NAGAR
224284,FAIZABAD
225001,BARABANKI
225002,BARABANKI
225003,BARABANKI
225119,BARABANKI
225120,BARABANKI
225121,BARABANKI
225122,BARABANKI
225123,BARABANKI
225124,BARABANKI
225125,BARABANKI
225126,BARABANKI
225201,BARABANKI
225202,BARABANKI
225203,BARABANKI
225204,BARABANKI
225205,BARABANKI
225206,BARABANKI
225207,BARABANKI
225208,BARABANKI
225301,BARABANKI
225302,BARABANKI
225303,BARABANKI
225304,BARABANKI
225305,BARABANKI
225306,BARABANKI
225401,BARABANKI
225403,BARABANKI
225404,BARABANKI
225405,BARABANKI
225409,BARABANKI
225412,BARABANKI
225413,BARABANKI
225414,BARABANKI
225415,BARABANKI
225416,BARABANKI
226001,LUCKNOW
226002,LUCKNOW
226003,LUCKNOW
226004,LUCKNOW
226005,LUCKNOW
226006,LUCKNOW
226007,LUCKNOW
226008,LUCKNOW
226009,LUCKNOW
226010,LUCKNOW
226011,LUCKNOW
226012,LUCKNOW
226013,LUCKNOW
226014,LUCKNOW
226015,LUCKNOW
226016,LUCKNOW
226017,LUCKNOW
226018,LUCKNOW
226019,LUCKNOW
226020,LUCKNOW
226021,LUCKNOW
226022,LUCKNOW
226023,LUCKNOW
226024,LUCKNOW
226025,LUCKNOW
226026,LUCKNOW
226027,LUCKNOW
226028,LUCKNOW
226029,LUCKNOW
226030,LUCKNOW
226031,LUCKNOW
226101,LUCKNOW
226102,LUCKNOW
226103,LUCKNOW
226104,LUCKNOW
226201,LUCKNOW
226202,Lucknow
226203,LUCKNOW
226301,LUCKNOW
226302,LUCKNOW
226303,LUCKNOW
226401,LUCKNOW
226501,LUCKNOW
227304,SULTANPUR
227405,AMETHI
227406,AMETHI
227407,SULTANPUR
227408,AMETHI
227409,AMETHI
227411,AMETHI
227412,AMETHI
227413,AMETHI
227801,AMETHI
227805,AMETHI
227806,AMETHI
227807,AMETHI
227808,SULTANPUR
227809,AMETHI
227811,AMETHI
227812,AMETHI
227813,AMETHI
227814,SULTANPUR
227815,AMETHI
227816,AMETHI
227817,AMETHI
228001,SULTANPUR
228118,SULTANPUR
228119,SULTANPUR
228120,SULTANPUR
228121,SULTANPUR
228125,SULTANPUR
228131,SULTANPUR
228132,SULTANPUR
228133,SULTANPUR
228141,SULTANPUR
228142,SULTANPUR
228145,SULTANPUR
228151,SULTANPUR
228155,AMETHI
228159,AMETHI
228161,SULTANPUR
228171,SULTANPUR
228172,SULTANPUR
229001,RAEBARELI
229010,RAEBARELI
229103,RAEBARELI
229120,RAEBARELI
229121,RAEBARELI
229122,RAEBARELI
229123,RAEBARELI
229124,RAEBARELI
229125,RAEBARELI
229126,RAEBARELI
229127,RAEBARELI
229128,RAEBARELI
229129,RAEBARELI
229130,RAEBARELI
229135,RAEBARELI
229201,RAEBARELI
229202,RAEBARELI
229203,RAEBARELI
229204,RAEBARELI
229205,RAEBARELI
229206,RAEBARELI
229207,RAEBARELI
229208,RAEBARELI
229209,RAEBARELI
229210,RAEBARELI
229211,RAEBARELI
229212,RAEBARELI
229215,RAEBARELI
229216,RAEBARELI
229301,RAEBARELI
229302,RAEBARELI
229303,RAEBARELI
229304,RAEBARELI
229305,RAEBARELI
229306,RAEBARELI
229307,RAEBARELI
229308,RAEBARELI
229309,RAEBARELI
229310,RAEBARELI
229311,RAEBARELI
229316,RAEBARELI
229401,RAEBARELI
229402,RAEBARELI
229404,RAEBARELI
229405,RAEBARELI
229406,RAEBARELI
229408,PRATAPGARH
229410,PRATAPGARH
229411,ALLAHABAD
229412,ALLAHABAD
229413,ALLAHABAD
229801,RAEBARELI
229802,RAEBARELI
230001,PRATAPGARH
230002,PRATAPGARH
230121,PRATAPGARH
230124,PRATAPGARH
230125,PRATAPGARH
230126,PRATAPGARH
230127,PRATAPGARH
230128,PRATAPGARH
230129,PRATAPGARH
230130,PRATAPGARH
230131,PRATAPGARH
230132,PRATAPGARH
230133,PRATAPGARH
230134,PRATAPGARH
230135,PRATAPGARH
230136,PRATAPGARH
230137,PRATAPGARH
230138,PRATAPGARH
230139,PRATAPGARH
230141,PRATAPGARH
230142,PRATAPGARH
230143,PRATAPGARH
230144,PRATAPGARH
230201,PRATAPGARH
230202,PRATAPGARH
230204,PRATAPGARH
230301,PRATAPGARH
230302,PRATAPGARH
230304,PRATAPGARH
230306,PRATAPGARH
230401,PRATAPGARH
230402,PRATAPGARH
230403,PRATAPGARH
230404,PRATAPGARH
230405,PRATAPGARH
230501,PRATAPGARH
230502,PRATAPGARH
230503,PRATAPGARH
231001,MIRZAPUR
231205,SONBHADRA
231206,SONBHADRA
231207,SONBHADRA
231208,SONBHADRA
231209,SONBHADRA
231210,MIRZAPUR
231211,MIRZAPUR
231212,SONBHADRA
231213,SONBHADRA
231215,SONBHADRA
231216,SONBHADRA
231217,SONBHADRA
231218,SONBHADRA
231219,SONBHADRA
231220,SONBHADRA
231221,MIRZAPUR
231222,SONBHADRA
231223,SONBHADRA
231224,SONBHADRA
231225,SONBHADRA
231226,SONBHADRA
231301,MIRZAPUR
231302,MIRZAPUR
231303,MIRZAPUR
231304,MIRZAPUR
231305,MIRZAPUR
231306,MIRZAPUR
231307,MIRZAPUR
231309,MIRZAPUR
231311,MIRZAPUR
231312,MIRZAPUR
231313,MIRZAPUR
231314,MIRZAPUR
231501,MIRZAPUR
232101,CHANDAULI
232102,CHANDAULI
232103,CHANDAULI
232104,CHANDAULI
232105,CHANDAULI
232106,CHANDAULI
232107,CHANDAULI
232108,CHANDAULI
232109,CHANDAULI
232110,CHANDAULI
232111,CHANDAULI
232118,CHANDAULI
232120,CHANDAULI
232325,GHAZIPUR
232326,GHAZIPUR
232327,VARANASI
232328,GHAZIPUR
232329,GHAZIPUR
232330,GHAZIPUR
232331,GHAZIPUR
232332,GHAZIPUR
232333,GHAZIPUR
232336,GHAZIPUR
232339,GHAZIPUR
232340,GHAZIPUR
232341,GHAZIPUR
233001,GHAZIPUR
233002,GHAZIPUR
233221,GHAZIPUR
233222,GHAZIPUR
233223,GHAZIPUR
233224,GHAZIPUR
233225,GHAZIPUR
233226,GHAZIPUR
233227,GHAZIPUR
233228,GHAZIPUR
233229,GHAZIPUR
233230,GHAZIPUR
233231,GHAZIPUR
233232,GHAZIPUR
233233,GHAZIPUR
233234,GHAZIPUR
233300,GHAZIPUR
233301,GHAZIPUR
233302,GHAZIPUR
233303,GHAZIPUR
233304,GHAZIPUR
233305,GHAZIPUR
233306,GHAZIPUR
233307,GHAZIPUR
233310,GHAZIPUR
233311,GHAZIPUR
241001,HARDOI
241121,HARDOI
241122,HARDOI
241123,HARDOI
241124,HARDOI
241125,HARDOI
241126,HARDOI
241127,HARDOI
241201,HARDOI
241202,HARDOI
241203,HARDOI
241204,HARDOI
241301,HARDOI
241302,HARDOI
241303,HARDOI
241304,HARDOI
241305,HARDOI
241401,HARDOI
241402,HARDOI
241403,HARDOI
241404,HARDOI
241405,HARDOI
241406,HARDOI
241407,HARDOI
242001,SHAHJAHANPUR
242021,BUDAUN
242042,SHAHJAHANPUR
242123,SHAHJAHANPUR
242127,SHAHJAHANPUR
242220,SHAHJAHANPUR
242221,SHAHJAHANPUR
242223,SHAHJAHANPUR
242226,SHAHJAHANPUR
242301,SHAHJAHANPUR
242303,SHAHJAHANPUR
242305,SHAHJAHANPUR
242306,SHAHJAHANPUR
242307,SHAHJAHANPUR
242401,SHAHJAHANPUR
242405,Shahjahanpur
242406,SHAHJAHANPUR
242407,SHAHJAHANPUR
243001,BAREILLY
243002,BAREILLY
243003,BAREILLY
243004,BAREILLY
243005,BAREILLY
243006,BAREILLY
243122,BAREILLY
243123,BAREILLY
243126,BAREILLY
243201,BAREILLY
243202,BAREILLY
243203,BAREILLY
243301,BAREILLY
243302,BAREILLY
243303,BAREILLY
243401,BAREILLY
243402,BAREILLY
243403,BAREILLY
243407,BAREILLY
243501,BAREILLY
243502,BAREILLY
243503,BAREILLY
243504,BAREILLY
243505,BAREILLY
243506,BAREILLY
243601,BUDAUN
243630,BUDAUN
243631,BUDAUN
243632,BUDAUN
243633,BUDAUN
243634,BUDAUN
243635,BUDAUN
243636,BUDAUN
243637,BUDAUN
243638,BUDAUN
243639,BUDAUN
243641,BUDAUN
243720,BUDAUN
